,group,ptbxl/test_rsmape/dataloader_idx_0,ptbxl/test_mae/dataloader_idx_0,ptbxl/test_r2/dataloader_idx_0,ptbxl/test_pearson/dataloader_idx_0,mimic/test_rsmape/dataloader_idx_1,mimic/test_mae/dataloader_idx_1,mimic/test_r2/dataloader_idx_1,mimic/test_pearson/dataloader_idx_1,cpsc/test_rsmape/dataloader_idx_2,cpsc/test_mae/dataloader_idx_2,cpsc/test_r2/dataloader_idx_2,cpsc/test_pearson/dataloader_idx_2,_runtime,valid_mae,valid_r2,valid_pearson
54,best_code15_xlstm_ft,0.0733141377568245,8.158443450927734,0.6091877222061157,0.801667332649231,0.07674876600503922,9.177998542785645,0.5346010327339172,0.7352187633514404,0.07924851775169373,8.47420597076416,0.6638674736022949,0.8324996829032898,4143,7.059231281280518,0.7776007652282715,0.8830665349960327
61,best_code15_xlstm_ft,0.07358162850141525,8.152361869812012,0.6092743277549744,0.796400249004364,0.07798773050308228,9.305445671081545,0.5178731679916382,0.7254897356033325,0.07998528331518173,8.531315803527832,0.6622170209884644,0.8267139792442322,5146,7.049661636352539,0.7767330408096313,0.8820155262947083
60,best_code15_xlstm_ft,0.07336477935314178,8.119306564331055,0.6136615872383118,0.8000909090042114,0.07697201520204544,9.208579063415527,0.5310953855514526,0.7330610752105713,0.07975946366786957,8.450400352478027,0.6673744916915894,0.8306293487548828,4161,7.100011348724365,0.7761539220809937,0.8812285661697388
50,best_code15_xlstm_ft,0.07243756204843521,7.991077423095703,0.6267213821411133,0.8021596670150757,0.0773361474275589,9.22356128692627,0.5300940275192261,0.7306056618690491,0.07910294830799103,8.394478797912598,0.6730585098266602,0.8295356631278992,3927,7.088212490081787,0.7779103517532349,0.8823829889297485
52,best_code15_xlstm_ft,0.07381407171487808,8.167691230773926,0.6111509799957275,0.7981332540512085,0.07737069576978683,9.22475814819336,0.5278570652008057,0.7303597331047058,0.0798800140619278,8.497673988342285,0.6671421527862549,0.8298586010932922,4838,7.048488616943359,0.7774748802185059,0.8820602893829346
45,best_code15_xlstm_lp,0.0772121250629425,8.561532974243164,0.5747824907302856,0.762235164642334,0.08216039091348648,9.817469596862791,0.4748727679252625,0.6945862174034119,0.08435609191656113,9.01604175567627,0.6346520185470581,0.7987347841262817,3596,8.376225471496582,0.704262375831604,0.839222252368927
46,best_code15_xlstm_lp,0.07726284861564636,8.565985679626465,0.5746129155158997,0.7619907259941101,0.0822080448269844,9.82458209991455,0.4743148684501648,0.6941823959350586,0.08439463376998901,9.020252227783203,0.6347818970680237,0.7985600233078003,3708,8.35155963897705,0.7070326209068298,0.8408761620521545
47,best_code15_xlstm_lp,0.07726296037435532,8.570390701293945,0.5744659900665283,0.7620708346366882,0.082131527364254,9.818732261657717,0.47476667165756226,0.6935479044914246,0.08446576446294785,9.029470443725586,0.6333759427070618,0.7983968257904053,3677,8.36572551727295,0.7045597434043884,0.8393832445144653
48,best_code15_xlstm_lp,0.07733757048845291,8.573395729064941,0.5740480422973633,0.7616324424743652,0.08229842782020569,9.834200859069824,0.47317731380462646,0.6934824585914612,0.08437152206897736,9.01569652557373,0.6350769996643066,0.7989866137504578,3999,8.376935005187988,0.7054030895233154,0.839908242225647
49,best_code15_xlstm_lp,0.0773635134100914,8.575228691101074,0.5734906792640686,0.7616469264030457,0.08231823891401291,9.836241722106934,0.4730450510978699,0.6939349174499512,0.08442665636539459,9.023741722106934,0.6344375610351562,0.7977004051208496,4025,8.388153076171875,0.703719973564148,0.8389056921005249
72,best_dinoecg_xlstm_ft,0.06846769154071808,7.546398162841797,0.6691869497299194,0.8237597346305847,0.07386460900306702,8.852555274963379,0.5680388808250427,0.7536806464195251,0.0724029466509819,7.684521675109863,0.7244511246681213,0.8521618843078613,4239,6.625033855438232,0.8028444647789001,0.8961946964263916
71,best_dinoecg_xlstm_ft,0.06817858666181564,7.514010429382324,0.6727490425109863,0.8253575563430786,0.07417856901884079,8.885537147521973,0.5640363693237305,0.7510321140289307,0.0729561597108841,7.720865249633789,0.7232904434204102,0.8525372743606567,3533,6.620373725891113,0.7991650104522705,0.8946387767791748
70,best_dinoecg_xlstm_ft,0.0677657276391983,7.480858325958252,0.669605016708374,0.8230932950973511,0.07332150638103485,8.766938209533691,0.5731778740882874,0.7586625218391418,0.0738348588347435,7.822247982025147,0.7157889604568481,0.8504850268363953,3638,6.596153736114502,0.8039212822914124,0.8971718549728394
74,best_dinoecg_xlstm_ft,0.06643213331699371,7.337950706481934,0.6823145747184753,0.832201361656189,0.07296083122491837,8.727701187133789,0.5786876678466797,0.7612536549568176,0.07290229946374893,7.777711391448975,0.7170143127441406,0.8518828749656677,4141,6.639732360839844,0.7996567487716675,0.8947733640670776
73,best_dinoecg_xlstm_ft,0.06844912469387054,7.569135665893555,0.6612402200698853,0.823199450969696,0.07388554513454437,8.841994285583496,0.5628418922424316,0.7517338395118713,0.0722789466381073,7.715186595916748,0.7185561656951904,0.8531416654586792,4108,6.626399993896484,0.8014801144599915,0.8962389230728149
67,best_dinoecg_xlstm_lp,0.07022075355052948,7.749701499938965,0.6512628793716431,0.8106685280799866,0.07741954177618027,9.286343574523926,0.5303577184677124,0.7302180528640747,0.07763342559337616,8.269451141357422,0.6894426345825195,0.8368682265281677,4514,7.719597339630127,0.7478823661804199,0.8648495078086853
64,best_dinoecg_xlstm_lp,0.07039868831634521,7.771005630493164,0.649456262588501,0.8102100491523743,0.07748714834451675,9.29498291015625,0.5291638374328613,0.7304448485374451,0.07770583033561707,8.281651496887207,0.6882069706916809,0.8367207646369934,3951,7.732374668121338,0.7464126348495483,0.8639644980430603
69,best_dinoecg_xlstm_lp,0.07041223347187042,7.767426013946533,0.6494005918502808,0.809908390045166,0.07735749334096909,9.277793884277344,0.5308634042739868,0.7310931086540222,0.07776061445474625,8.286615371704102,0.6880604028701782,0.836452841758728,4156,7.738661289215088,0.7452608346939087,0.8632858395576477
66,best_dinoecg_xlstm_lp,0.07027741521596909,7.759381294250488,0.6502687931060791,0.8104970455169678,0.07740368694067001,9.28432559967041,0.5302329063415527,0.7308766841888428,0.07757826894521713,8.27338981628418,0.6888408660888672,0.8370508551597595,4528,7.761603355407715,0.7443420886993408,0.8627585172653198
68,best_dinoecg_xlstm_lp,0.0704667791724205,7.769448757171631,0.6493659615516663,0.8098984360694885,0.07732710987329483,9.274663925170898,0.5312126874923706,0.7306729555130005,0.07749848067760468,8.246173858642578,0.6911135911941528,0.8371804356575012,4442,7.767457485198975,0.7456180453300476,0.8635084629058838
65,best_ecgcpc_ft,0.07592619955539703,8.31221866607666,0.5895721316337585,0.789934515953064,0.08152945339679718,9.69895362854004,0.4828482270240784,0.72933429479599,0.08750738948583603,9.071775436401367,0.6210274696350098,0.8172541856765747,9997,7.272826671600342,0.7609401941299438,0.8780839443206787
63,best_ecgcpc_ft,0.07344675809144974,8.059800148010254,0.6128321886062622,0.7974741458892822,0.07957921922206879,9.492161750793455,0.5035346746444702,0.7278664112091064,0.08776795119047165,9.061320304870604,0.617583155632019,0.8112432360649109,9538,7.229995250701904,0.7642630338668823,0.8796461820602417
58,best_ecgcpc_ft,0.07340257614850998,8.063490867614746,0.6162161827087402,0.798947274684906,0.07782765477895737,9.344414710998535,0.5235835313796997,0.7336385846138,0.08370929211378098,8.738434791564941,0.6491729021072388,0.8231222629547119,9566,7.187417984008789,0.7666935920715332,0.8788655996322632
62,best_ecgcpc_ft,0.07440119236707687,8.140616416931152,0.6049643754959106,0.7992966175079346,0.07846637070178986,9.354267120361328,0.5194497108459473,0.7410245537757874,0.08767621219158173,9.033559799194336,0.6223610639572144,0.8189198970794678,10236,7.286933422088623,0.7583136558532715,0.8769786953926086
59,best_ecgcpc_ft,0.07440288364887238,8.157845497131348,0.6032341718673706,0.7947729825973511,0.07936080545186996,9.486626625061035,0.5053083896636963,0.7295709848403931,0.08413422107696533,8.789636611938477,0.6439396142959595,0.8215547204017639,10105,7.258823871612549,0.7644366025924683,0.8792339563369751
55,best_ecgcpc_lp,0.10050150007009506,11.023999214172363,0.30757784843444824,0.6090015172958374,0.11319412291049956,13.281124114990234,0.0879402756690979,0.5425602197647095,0.1177111342549324,12.58628273010254,0.32894670963287354,0.607395589351654,7879,12.278480529785156,0.4176962375640869,0.6479744911193848
57,best_ecgcpc_lp,0.10049709677696228,11.045615196228027,0.3050612211227417,0.6071320176124573,0.11272025853395462,13.233054161071776,0.09370243549346924,0.5413106083869934,0.11748982965946198,12.56279468536377,0.33053356409072876,0.6046556830406189,7698,12.30659008026123,0.4122880697250366,0.6433236598968506
53,best_ecgcpc_lp,0.100316621363163,11.05531120300293,0.3047044277191162,0.6052867770195007,0.11211182177066804,13.179338455200195,0.1011885404586792,0.5421996116638184,0.1170218363404274,12.528729438781738,0.33425164222717285,0.6036810278892517,7374,12.291909217834473,0.4124371409416199,0.643561065196991
51,best_ecgcpc_lp,0.1003398671746254,11.045315742492676,0.30606502294540405,0.607097864151001,0.11246100813150406,13.213679313659668,0.09658604860305786,0.5413519144058228,0.11718975752592088,12.541341781616213,0.33317601680755615,0.605236828327179,7350,12.299818992614746,0.4141162037849426,0.6450449228286743
56,best_ecgcpc_lp,0.10034316778182983,11.048551559448242,0.305883526802063,0.6063401103019714,0.111818827688694,13.158501625061035,0.10409069061279295,0.5422850847244263,0.1172131970524788,12.54596996307373,0.332627534866333,0.604337751865387,6725,12.319511413574219,0.4138537645339966,0.645104706287384
15,best_ecgfm_ft,0.07072768360376358,7.819458961486816,0.6436334848403931,0.8139968514442444,0.07383880764245987,8.870245933532715,0.5707367658615112,0.7599182724952698,0.07672568410634995,8.114789962768555,0.696300208568573,0.8433869481086731,11714,6.555036544799805,0.8066000938415527,0.8984626531600952
9,best_ecgfm_ft,0.070908322930336,7.83599328994751,0.6360849142074585,0.8082096576690674,0.07616027444601059,9.13693141937256,0.5428506135940552,0.7480706572532654,0.07761199027299881,8.200175285339355,0.6894751787185669,0.8405839800834656,7676,6.771617412567139,0.7940858602523804,0.8960220217704773
17,best_ecgfm_ft,0.06920544058084488,7.65062427520752,0.657782793045044,0.8202575445175171,0.07455786317586899,8.985398292541504,0.5617076754570007,0.7511710524559021,0.0764743760228157,8.137443542480469,0.6933366060256958,0.8399905562400818,7598,6.7064433097839355,0.7976983785629272,0.8942320942878723
16,best_ecgfm_ft,0.06987734884023666,7.65104866027832,0.6583278179168701,0.8165280222892761,0.0735521987080574,8.828925132751465,0.5754473209381104,0.7600721120834351,0.076500803232193,8.114787101745605,0.6923695802688599,0.8401076793670654,6935,6.66026496887207,0.8014578819274902,0.8963186740875244
